map,tier,hero,delta_wr,delta_pr,presence,archetype,rank_comparison,sample_size
suravasa,B,echo,0.66,-2.49,Niche (-2.5%),Neutral,Even Across Ranks,44
suravasa,B,emre,-0.88,-2.14,Niche (-2.1%),Neutral,Even Across Ranks,44
suravasa,D,freja,-3.12,-1.84,Niche (-1.8%),Deterrent,Even Across Ranks,44
suravasa,B,genji,1.2,-0.03,Standard (-0.0%),Neutral,Even Across Ranks,43
suravasa,C,hanzo,-2.14,-2.94,Niche (-2.9%),Deterrent,Better in GM+,44
suravasa,B,hazard,0.49,1.13,Popular (+1.1%),Neutral,Even Across Ranks,43
suravasa,B,illari,0.22,-2.89,Niche (-2.9%),Neutral,Better in GM+,44
suravasa,A,jetpackcat,2.75,0.22,Standard (+0.2%),Favorable,Better in Masters,43
suravasa,S,junkerqueen,3.59,1.67,Popular (+1.7%),Meta,Better in Masters,43
suravasa,B,junkrat,-0.84,-0.62,Standard (-0.6%),Neutral,Even Across Ranks,42
suravasa,B,juno,-1.03,0.66,Standard (+0.7%),Neutral,Better in Masters,44
suravasa,A,kiriko,2.96,8.14,Map Priority (+8.1%),Meta,Even Across Ranks,44
suravasa,C,lifeweaver,-1.4,-1.2,Niche (-1.2%),Unfavorable,Better in Masters,43
suravasa,S,lucio,3.81,5.83,Map Priority (+5.8%),Meta,Better in Masters,43
suravasa,A,mauga,1.64,1.65,Popular (+1.7%),Meta,Even Across Ranks,43
suravasa,B,mei,-0.03,-0.84,Standard (-0.8%),Neutral,Better in Masters,44
suravasa,C,mercy,-1.88,-2.21,Niche (-2.2%),Deterrent,Better in Masters,43
suravasa,C,mizuki,-1.42,3.29,Map Priority (+3.3%),Unfavorable,Even Across Ranks,44
suravasa,B,moira,-0.66,3.0,Map Priority (+3.0%),Neutral,Even Across Ranks,43
suravasa,B,orisa,-0.39,0.51,Standard (+0.5%),Neutral,Better in GM+,44
suravasa,A,pharah,2.2,-0.88,Standard (-0.9%),Specialist,Even Across Ranks,43
suravasa,A,ramattra,2.54,-0.31,Standard (-0.3%),Specialist,Even Across Ranks,43
suravasa,B,reaper,0.97,2.0,Popular (+2.0%),Neutral,Even Across Ranks,44
suravasa,B,reinhardt,1.01,0.2,Standard (+0.2%),Neutral,Better in Masters,44
suravasa,C,roadhog,-2.41,-0.12,Standard (-0.1%),Deterrent,Even Across Ranks,44
suravasa,B,shion,0.65,6.76,Map Priority (+6.8%),Neutral,Even Across Ranks,20
suravasa,A,sierra,1.66,-0.51,Standard (-0.5%),Specialist,Even Across Ranks,26
suravasa,D,sigma,-4.75,-5.18,Niche (-5.2%),Deterrent,Better in Masters,44
suravasa,B,sojourn,0.87,4.11,Map Priority (+4.1%),Neutral,Even Across Ranks,44
suravasa,B,soldier76,1.15,1.97,Popular (+2.0%),Neutral,Even Across Ranks,43
suravasa,B,sombra,-0.28,0.43,Standard (+0.4%),Neutral,Even Across Ranks,43
suravasa,S,symmetra,3.47,-0.14,Standard (-0.1%),Specialist,Even Across Ranks,42
suravasa,B,torbjorn,-0.03,-0.11,Standard (-0.1%),Neutral,Better in Masters,44
suravasa,B,tracer,0.31,7.33,Map Priority (+7.3%),Neutral,Even Across Ranks,44
suravasa,B,vendetta,0.03,0.3,Standard (+0.3%),Neutral,Even Across Ranks,40
suravasa,C,venture,-1.28,0.17,Standard (+0.2%),Unfavorable,Better in Masters,43
suravasa,D,widowmaker,-11.91,-5.27,Niche (-5.3%),Deterrent,Even Across Ranks,37
suravasa,B,winston,0.81,-2.19,Niche (-2.2%),Neutral,Better in Masters,44
suravasa,S,wreckingball,3.02,1.51,Popular (+1.5%),Meta,Even Across Ranks,44
suravasa,B,wuyang,-0.88,0.71,Standard (+0.7%),Neutral,Better in Masters,44
suravasa,B,zarya,-0.53,0.54,Standard (+0.5%),Neutral,Better in GM+,44
suravasa,B,zenyatta,-0.01,-3.23,Niche (-3.2%),Neutral,Better in GM+,44
watchpoint-gibraltar,A,ana,2.39,9.98,Map Priority (+10.0%),Meta,Even Across Ranks,44
watchpoint-gibraltar,A,anran,2.52,-0.66,Standard (-0.7%),Specialist,Even Across Ranks,42
watchpoint-gibraltar,A,ashe,1.31,7.49,Map Priority (+7.5%),Favorable,Even Across Ranks,44
watchpoint-gibraltar,A,baptiste,2.23,-0.31,Standard (-0.3%),Specialist,Even Across Ranks,44
watchpoint-gibraltar,B,bastion,0.44,-0.03,Standard (-0.0%),Neutral,Even Across Ranks,42
watchpoint-gibraltar,A,brigitte,1.96,4.74,Map Priority (+4.7%),Meta,Better in Masters,44
watchpoint-gibraltar,B,cassidy,0.33,-3.22,Niche (-3.2%),Neutral,Even Across Ranks,44
watchpoint-gibraltar,C,dmon,-2.53,-3.91,Niche (-3.9%),Deterrent,Better in GM+,8
watchpoint-gibraltar,D,domina,-4.53,-2.13,Niche (-2.1%),Deterrent,Better in GM+,38
watchpoint-gibraltar,B,doomfist,-1.1,0.23,Standard (+0.2%),Neutral,Better in Masters,44
watchpoint-gibraltar,S,dva,3.64,2.68,Popular (+2.7%),Meta,Even Across Ranks,43
watchpoint-gibraltar,A,echo,1.33,1.18,Popular (+1.2%),Favorable,Better in Masters,44
watchpoint-gibraltar,B,emre,0.33,0.39,Standard (+0.4%),Neutral,Even Across Ranks,44
watchpoint-gibraltar,A,freja,2.09,1.61,Popular (+1.6%),Meta,Better in Masters,44
watchpoint-gibraltar,B,genji,0.29,2.83,Popular (+2.8%),Neutral,Even Across Ranks,44
watchpoint-gibraltar,C,hanzo,-1.36,0.83,Standard (+0.8%),Unfavorable,Even Across Ranks,44
watchpoint-gibraltar,A,hazard,2.27,3.9,Map Priority (+3.9%),Meta,Even Across Ranks,44
watchpoint-gibraltar,B,illari,0.28,0.99,Standard (+1.0%),Neutral,Better in Masters,44
watchpoint-gibraltar,B,jetpackcat,-0.25,1.38,Popular (+1.4%),Neutral,Even Across Ranks,44
watchpoint-gibraltar,C,junkerqueen,-2.9,-1.79,Niche (-1.8%),Deterrent,Even Across Ranks,34
watchpoint-gibraltar,A,junkrat,1.8,0.3,Standard (+0.3%),Favorable,Better in GM+,42
watchpoint-gibraltar,C,juno,-1.81,-1.31,Niche (-1.3%),Deterrent,Better in Masters,42
watchpoint-gibraltar,B,kiriko,-0.68,-2.39,Niche (-2.4%),Neutral,Even Across Ranks,44
watchpoint-gibraltar,C,lifeweaver,-1.21,1.56,Popular (+1.6%),Unfavorable,Even Across Ranks,44
watchpoint-gibraltar,D,lucio,-7.75,-4.76,Niche (-4.8%),Deterrent,Even Across Ranks,40
watchpoint-gibraltar,D,mauga,-3.46,-1.5,Niche (-1.5%),Deterrent,Even Across Ranks,42
watchpoint-gibraltar,B,mei,-0.19,-1.55,Niche (-1.6%),Neutral,Better in GM+,40
watchpoint-gibraltar,A,mercy,2.83,1.61,Popular (+1.6%),Meta,Better in Masters,43
watchpoint-gibraltar,B,mizuki,-0.29,-2.66,Niche (-2.7%),Neutral,Better in GM+,44
watchpoint-gibraltar,C,moira,-2.24,-2.85,Niche (-2.8%),Deterrent,Better in Masters,44
watchpoint-gibraltar,D,orisa,-3.67,-3.3,Niche (-3.3%),Deterrent,Better in GM+,44
watchpoint-gibraltar,B,pharah,-0.11,-1.81,Niche (-1.8%),Neutral,Even Across Ranks,43
watchpoint-gibraltar,C,ramattra,-1.86,-3.07,Niche (-3.1%),Deterrent,Better in GM+,17
watchpoint-gibraltar,C,reaper,-1.71,1.23,Popular (+1.2%),Trap Pick,Even Across Ranks,44
watchpoint-gibraltar,D,reinhardt,-7.74,-3.17,Niche (-3.2%),Deterrent,Better in Masters,40
watchpoint-gibraltar,B,roadhog,-1.19,1.36,Popular (+1.4%),Neutral,Better in Masters,44
watchpoint-gibraltar,A,shion,2.1,-6.78,Niche (-6.8%),Specialist,Better in GM+,20
watchpoint-gibraltar,B,sierra,-0.07,0.14,Standard (+0.1%),Neutral,Better in Masters,28
watchpoint-gibraltar,D,sigma,-7.95,-5.65,Niche (-5.7%),Deterrent,Better in Masters,44
watchpoint-gibraltar,C,sojourn,-2.44,-9.95,Niche (-9.9%),Deterrent,Even Across Ranks,44
watchpoint-gibraltar,B,soldier76,-0.42,-0.52,Standard (-0.5%),Neutral,Better in GM+,44
watchpoint-gibraltar,B,sombra,-1.05,0.14,Standard (+0.1%),Neutral,Even Across Ranks,42
watchpoint-gibraltar,D,symmetra,-4.38,-0.91,Standard (-0.9%),Deterrent,Even Across Ranks,42
watchpoint-gibraltar,C,torbjorn,-2.66,0.16,Standard (+0.2%),Unfavorable,Better in GM+,44
watchpoint-gibraltar,B,tracer,0.65,2.43,Popular (+2.4%),Neutral,Even Across Ranks,44
watchpoint-gibraltar,D,vendetta,-5.6,-0.17,Standard (-0.2%),Deterrent,Better in Masters,38
watchpoint-gibraltar,B,venture,-1.17,-0.17,Standard (-0.2%),Neutral,Even Across Ranks,42
watchpoint-gibraltar,B,widowmaker,-0.37,3.31,Map Priority (+3.3%),Neutral,Even Across Ranks,43
watchpoint-gibraltar,A,winston,2.94,16.25,Map Priority (+16.3%),Meta,Even Across Ranks,44
watchpoint-gibraltar,S,wreckingball,4.28,0.57,Standard (+0.6%),Favorable,Better in GM+,43
watchpoint-gibraltar,B,wuyang,-0.81,-4.21,Niche (-4.2%),Neutral,Even Across Ranks,44
watchpoint-gibraltar,D,zarya,-5.55,-4.05,Niche (-4.0%),Deterrent,Better in GM+,44
watchpoint-gibraltar,D,zenyatta,-3.26,-2.27,Niche (-2.3%),Deterrent,Even Across Ranks,44
